ID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,CLASS
45,-0.57143,-0.32,-0.19047999999999998,0.05,-0.80952,-0.4,-0.14286,-0.1,-0.9523799999999999,-0.44,0.0,-0.25,-0.7619,-0.52,0.047619,-0.1,-0.71429,-0.28,-0.14286,-0.4,-0.71429,-0.04,-0.38095,0.35,-1.0,-0.08,0.28570999999999996,0.35,-0.57143,-0.32,0.14286,0.35,-0.42857,-0.2,-0.14286,-0.1,-0.28570999999999996,-0.32,-0.047619,-0.95,-0.38095,-0.32,-0.80952,0.15,-0.7619,-0.16,-0.047619,0.55,-0.38095,0.0,0.14286,0.3,-0.57143,0.04,-0.095238,-0.2,-0.33333,0.04,-0.42857,0.0,-0.42857,0.12,0.0,-0.25,-0.66667,0.04,-0.61905,-0.1,-0.80952,0.28,-0.047619,0.05,-0.90476,0.2,0.0,0.15,-0.7619,0.2,-0.14286,0.35,-0.71429,0.08,0.0,0.1,-0.28570999999999996,0.0,0.0,0.15,-0.57143,0.04,-0.85714,-0.05,-0.57143,0.04,0.0,0.2,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,-0.38095,0.04,-0.2381,-0.25,0.0
46,-0.9523799999999999,-0.56,0.0,-0.1,-0.90476,-0.56,-0.52381,-0.1,-0.7619,-0.64,0.14286,0.05,-0.71429,-0.24,0.0,0.4,-0.7619,-0.12,-0.42857,0.25,-0.71429,-0.08,-0.28570999999999996,-0.1,-0.52381,0.04,-0.47618999999999995,-0.05,-0.47618999999999995,-0.08,-0.095238,-0.1,-0.71429,-0.04,0.14286,0.2,-0.57143,-0.24,-0.42857,0.15,-0.42857,-0.08,-0.42857,0.35,-0.28570999999999996,-0.24,-0.42857,0.05,-0.38095,-0.48,0.0,0.35,-0.57143,-0.2,0.095238,0.05,-0.42857,0.04,0.047619,0.0,-0.57143,0.04,-0.095238,-0.2,-0.42857,-0.04,0.0,0.15,-0.52381,0.04,-0.095238,-0.05,-0.47618999999999995,0.04,0.047619,-0.5,-0.61905,0.2,-0.2381,0.3,-0.42857,0.24,0.0,0.05,-0.42857,0.28,0.0,-0.65,-0.2381,0.2,0.0,0.25,-0.28570999999999996,-0.08,-0.85714,-0.45,-0.28570999999999996,0.12,-0.095238,0.35,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,-0.2381,0.16,0.14286,0.3,0.0
47,-0.47618999999999995,-0.12,0.0,0.35,-0.80952,-0.32,-0.90476,0.35,-0.71429,-0.2,-0.14286,0.5,-0.71429,-0.52,-0.33333,-0.35,-0.71429,-0.2,-0.14286,-0.1,-0.71429,-0.2,-0.047619,-0.1,-0.57143,-0.32,-0.19047999999999998,0.1,-0.71429,-0.48,0.0,0.45,-0.9523799999999999,-0.24,-0.14286,0.5,-0.80952,-0.2,-0.42857,0.15,-0.71429,-0.08,-0.7619,-0.3,-0.47618999999999995,0.04,-0.2381,-0.1,-0.7619,-0.08,0.0,-0.55,-0.61905,-0.12,0.0,0.35,-0.61905,-0.08,0.0,0.2,-0.33333,-0.12,-0.095238,0.0,-0.28570999999999996,-0.12,-0.28570999999999996,0.2,-0.57143,-0.16,-0.14286,0.5,-0.66667,-0.12,0.19047999999999998,0.4,-0.66667,0.04,0.0,-0.25,-0.57143,0.04,-0.2381,-0.4,-0.42857,0.04,0.0,0.0,-0.42857,0.04,0.047619,0.0,-0.61905,0.08,-0.28570999999999996,0.15,-0.57143,0.2,0.14286,0.15,-0.7619,0.16,-0.047619,0.2,-0.47618999999999995,0.28,-0.14286,0.5,-0.14286,0.04,0.0,-0.6,-0.85714,0.08,-0.38095,0.05,-0.42857,0.12,0.14286,0.3,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,-0.42857,0.08,0.28570999999999996,-0.4,0.0
48,-0.80952,-0.32,0.047619,0.4,-0.57143,-0.08,-0.19047999999999998,0.05,-0.57143,-0.4,-0.42857,0.1,-0.57143,-0.4,0.0,0.35,-0.71429,-0.72,0.0,0.25,-0.90476,-0.52,-0.047619,0.2,-0.71429,-0.2,-0.095238,0.35,-0.7619,-0.16,-0.14286,0.05,-0.90476,-0.08,-0.52381,0.2,-0.61905,-0.12,-0.14286,-0.15,-0.57143,0.04,0.0,-0.05,-0.52381,0.0,-0.2381,-0.05,-0.9523799999999999,0.0,-0.14286,0.25,-0.71429,-0.36,-0.14286,-0.05,-0.52381,-0.2,-0.19047999999999998,0.2,-0.52381,-0.28,-0.095238,0.1,-0.33333,-0.56,0.0,0.4,-0.66667,-0.12,0.19047999999999998,0.35,-0.66667,-0.08,0.0,0.05,-0.71429,0.04,0.19047999999999998,-0.4,-0.57143,-0.08,-0.28570999999999996,0.35,-0.7619,0.04,0.0,0.35,-0.57143,0.04,-0.57143,-0.05,-0.71429,0.12,-0.28570999999999996,0.15,-0.66667,0.08,-0.42857,0.25,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,-0.47618999999999995,0.24,0.14286,0.4,0.0
49,-0.9523799999999999,-0.2,0.14286,0.7,-0.85714,-0.28,0.0,0.1,-0.80952,-0.36,-0.71429,0.5,-0.80952,-0.52,-0.14286,0.35,-0.9523799999999999,-0.52,0.047619,0.0,-0.9523799999999999,-0.16,0.0,0.25,-0.80952,-0.36,-0.42857,0.05,-0.7619,-0.32,-0.095238,0.45,-0.71429,-0.64,0.0,0.35,-0.85714,-0.6,-0.14286,-0.2,-0.9523799999999999,-0.76,0.0,-0.55,-0.61905,-0.76,-0.095238,-0.15,-0.61905,-0.44,-0.14286,-0.4,-0.61905,-0.12,-0.42857,0.35,-1.0,-0.08,-0.095238,0.35,-0.71429,-0.28,0.0,0.05,-0.52381,-0.24,0.0,0.05,-0.28570999999999996,-0.16,-0.66667,-0.05,-0.28570999999999996,-0.2,-0.047619,0.1,-0.61905,-0.08,0.14286,0.65,-0.38095,0.0,0.2381,0.35,-0.85714,0.04,0.0,-0.1,-0.28570999999999996,0.04,-0.14286,-0.1,-0.66667,0.04,0.14286,-0.6,-0.61905,0.04,-0.19047999999999998,-0.05,-0.85714,0.2,-0.19047999999999998,0.05,-0.9523799999999999,0.24,-0.047619,0.2,-0.71429,0.2,0.14286,-0.15,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,-0.7619,0.04,0.14286,0.35,0.0
50,-0.7619,-0.32,-0.047619,0.2,-0.57143,-0.08,0.14286,0.0,-1.0,-0.2,-0.42857,0.1,-0.71429,-0.6,-0.38095,0.2,-0.7619,-0.52,-0.33333,0.0,-1.0,-0.44,-0.33333,-0.35,-0.66667,-0.48,-0.28570999999999996,0.05,-0.7619,-0.44,-0.28570999999999996,0.5,-0.9523799999999999,-0.84,-0.42857,0.4,-0.90476,-0.32,-0.33333,0.3,-0.80952,-0.24,-0.28570999999999996,0.15,-0.80952,-0.08,-0.66667,0.05,-1.0,-0.08,-0.38095,0.25,-0.61905,-0.04,-0.28570999999999996,0.05,-1.0,-0.16,-0.14286,-0.25,-0.47618999999999995,-0.2,-0.2381,0.3,-0.57143,-0.08,0.0,0.35,-0.28570999999999996,-0.2,-0.095238,-0.1,-0.28570999999999996,-0.36,-0.14286,0.35,-0.47618999999999995,-0.08,-0.14286,0.45,-0.47618999999999995,0.04,0.2381,0.35,-0.61905,0.04,0.047619,-0.65,-0.71429,0.0,-0.42857,-0.5,-0.47618999999999995,0.04,-0.14286,0.25,-0.38095,0.04,0.047619,0.05,-0.57143,0.16,0.0,-0.05,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,-1.0,0.24,0.14286,0.35,0.0
51,-1.0,-0.6,-0.095238,0.2,-1.0,-0.72,0.14286,-0.2,-1.0,-0.72,0.0,0.15,-0.7619,-0.28,-0.28570999999999996,0.35,-0.47618999999999995,-0.08,-0.42857,0.05,-0.80952,-0.28,0.047619,-0.1,-0.7619,-0.36,-0.52381,0.2,-1.0,-0.12,0.19047999999999998,-0.1,-0.85714,-0.08,0.14286,-0.05,-0.71429,-0.04,0.19047999999999998,-0.1,-0.71429,-0.08,0.14286,0.0,-0.66667,-0.44,-0.28570999999999996,0.35,-0.71429,-0.32,0.0,0.35,-0.71429,-0.36,0.19047999999999998,0.35,-0.57143,-0.04,0.047619,0.1,-0.42857,0.04,-0.14286,0.2,-1.0,0.0,0.0,0.35,-0.47618999999999995,-0.04,0.14286,0.1,-0.57143,-0.08,-0.47618999999999995,0.35,-0.42857,-0.08,0.0,0.35,-0.28570999999999996,-0.32,0.0,0.35,-0.38095,-0.08,-0.42857,0.35,-0.57143,0.04,0.19047999999999998,0.35,-0.47618999999999995,0.04,0.0,-0.25,-0.71429,0.04,0.14286,-0.4,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,-0.47618999999999995,0.04,-0.14286,0.35,0.0
52,0.14286,0.4,-0.85714,-0.1,0.14286,0.48,-0.7619,-0.05,0.0,0.36,-0.7619,-0.1,-0.33333,0.28,-0.66667,-0.1,-0.57143,0.28,-0.57143,-0.25,-0.66667,0.32,-0.57143,-0.25,0.28570999999999996,0.32,-0.42857,-0.4,0.095238,0.16,-0.66667,-0.1,0.095238,0.24,-0.42857,0.05,0.28570999999999996,0.28,-0.42857,-0.2,0.28570999999999996,0.2,-0.47618999999999995,-0.65,0.57143,-0.2,-0.90476,-0.4,0.38095,0.04,-0.57143,-0.25,0.0,0.32,-0.57143,-0.4,0.28570999999999996,0.12,-0.42857,-0.2,0.57143,0.04,-0.33333,0.05,0.33333,0.0,-0.28570999999999996,-0.1,0.38095,0.04,-0.42857,-0.35,-0.42857,0.04,-0.2381,-0.3,0.14286,0.08,-0.19047999999999998,-0.6,0.19047999999999998,-0.2,0.0,-0.1,0.57143,0.16,-0.14286,-0.25,0.42857,0.2,-0.14286,-0.6,0.33333,0.24,-0.28570999999999996,-0.25,0.095238,0.04,0.0,-0.15,0.28570999999999996,0.04,-0.047619,-0.25,-0.2381,0.04,0.2381,0.05,0.52381,-0.2,0.28570999999999996,0.15,0.0,-0.04,-0.33333,-0.05,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.42857,0.16,-0.14286,-0.4,0.0
53,0.47618999999999995,0.88,-0.42857,-0.5,0.33333,0.04,-0.28570999999999996,-0.55,0.33333,0.12,-0.33333,-0.05,0.57143,-0.16,-0.80952,-0.25,0.28570999999999996,0.4,-0.42857,-0.2,0.42857,0.16,-0.38095,-0.2,0.0,0.04,-0.42857,-0.45,0.28570999999999996,-0.2,-0.71429,-0.1,-0.52381,0.04,-0.57143,-0.2,0.38095,0.04,-0.42857,-0.45,0.57143,0.04,-0.66667,-0.3,0.57143,0.04,-0.42857,-0.25,0.28570999999999996,0.04,-0.52381,-0.95,0.19047999999999998,0.12,-0.66667,-0.75,0.14286,0.04,-0.57143,-0.55,0.38095,0.04,-0.28570999999999996,-0.4,0.28570999999999996,0.28,-0.42857,-0.25,0.14286,0.04,-0.7619,-0.35,0.14286,-0.08,-0.71429,-0.05,0.47618999999999995,0.16,-0.57143,0.0,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.38095,0.08,-0.33333,0.05,0.0
54,0.2381,0.88,-0.80952,-1.0,0.14286,0.88,-0.71429,-0.75,0.19047999999999998,0.96,-0.80952,-0.8,0.0,0.88,-0.47618999999999995,-0.55,0.33333,0.84,-0.52381,-0.6,0.19047999999999998,0.4,-0.52381,-0.75,0.28570999999999996,0.28,-0.66667,-0.55,0.28570999999999996,0.04,-0.42857,-0.15,0.42857,0.28,-0.28570999999999996,-0.15,0.19047999999999998,0.16,-0.33333,-0.15,0.42857,0.4,-0.80952,-0.2,0.42857,0.16,-0.7619,-0.3,-0.2381,0.16,-0.42857,-0.55,-0.047619,0.28,-0.42857,-0.55,0.2381,0.28,-0.42857,-0.65,0.42857,0.48,-0.71429,-0.45,0.42857,0.2,-0.71429,-0.55,0.047619,0.08,-0.42857,-0.45,0.14286,0.04,-0.28570999999999996,-0.5,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,-0.33333,0.4,-0.28570999999999996,-0.35,0.0
